U0,U,I,P,R,err_U,err_I,err_P,err_R
558,0.16238709677419355,0.011022649279341112,0.0018047689684946972,15.263643226922715,0.005093039523032615,0.0005256039112489366,0.00010671951088782923,0.5172185084251547
559,0.14864516129032257,0.010789293067947837,0.001600726193902628,14.689338603063604,0.0036968062481161144,0.0005003526913247827,8.276536555145644e-05,0.6932777037111524
560,0.1370322580645161,0.011146190803019903,0.0015252728762149355,12.768217521979748,0.004205674471925871,0.0004781567025513299,7.282564349608322e-05,0.467013810621696
561,0.13896774193548386,0.011914893617021275,0.0016594416277370644,12.433349620151091,0.005941548837705419,0.0006037005779226046,0.00010995958545051896,0.6242835998790105
562,0.12174193548387095,0.011640356897735071,0.0014051852015852279,10.918435364600999,0.00470931667795166,0.00038872867358333534,6.870376955890241e-05,0.5007619610960394
563,0.12,0.011640356897735071,0.00137742156884451,11.452546616163762,0.003920031395048246,0.0005673156382702142,7.134639285503007e-05,0.7359817799312466
564,0.11535483870967742,0.011228551818805764,0.0012935993092301902,10.77158173951092,0.00575248123598526,0.000490933920071185,8.180525150743331e-05,0.6176262578848548
565,0.10393548387096774,0.01091283459162663,0.0011219695795602982,10.021536905767093,0.004960109729228045,0.000381383475610878,5.970396095887685e-05,0.5812964818249688
566,0.10954838709677418,0.010693205216197666,0.001161290322580645,10.447280755338573,0.004305203197969088,0.00016181324636435927,4.396256612697815e-05,0.4833946913273691
567,0.10896774193548386,0.011283459162663005,0.0012188101932827063,10.052967372307775,0.004507930110430297,0.0004100082660873967,6.170688849038308e-05,0.4694675552295392
568,0.10083870967741934,0.011050102951269732,0.0011084198640600436,9.617082183064614,0.004789798882140175,0.0003414859254293165,6.326998282108299e-05,0.6022642838119326
569,0.10354838709677419,0.010665751544269046,0.0011035047711825004,10.225529239542707,0.004878049427938437,0.00022376624461479752,5.9258091110829534e-05,0.792240022784757
570,0.09387096774193547,0.010542210020590253,0.000988863550822503,9.020645161185563,0.0039708958386207565,0.00015658370254085404,4.3192874067081696e-05,0.4277841232415246
571,0.10587096774193548,0.010693205216197666,0.0011073571412757099,10.60426468335586,0.00627722848422292,0.00026965388692301215,5.679542436296654e-05,1.0575247756241386
572,0.09619354838709678,0.012134522992450238,0.001223061084420041,8.814076518014252,0.005219951368458295,0.0008799170844125208,0.00019427325760844856,0.5043514107418675
573,0.08864516129032257,0.011352093342484557,0.0010052029136316336,8.173569931113217,0.004831673620380338,0.0005317140137306789,6.464920117892596e-05,0.480013903883155
574,0.08341935483870967,0.010899107755662319,0.0009037128877277657,8.130102702091676,0.00479617911592141,0.00030356525295448337,5.897035797543229e-05,0.6299092776933708
575,0.09251612903225806,0.012518874399450925,0.0011687293820709808,7.979681794619372,0.004468325955321459,0.0006862185257609846,8.858751070376003e-05,0.44596959031379646
576,0.09270967741935483,0.01091283459162663,0.0010195496712201385,8.790156717869333,0.004476274818473991,0.00024275749393352182,5.751380970229014e-05,0.5320165108804435
577,0.08380645161290322,0.011310912834591626,0.0009510040516306151,7.702224797998699,0.004041125207556702,0.00039959679388930645,5.906685561956609e-05,0.417039909380591
578,0.08864516129032257,0.011393273850377488,0.001021675116788806,8.207703766992791,0.0066149437273206905,0.0006474193163729455,9.450102486215096e-05,0.6674771342655806
579,0.09348387096774192,0.010885380919698009,0.001017955587043638,9.065826086995996,0.006416950995759,0.000323418485522414,7.675372634719015e-05,0.7208353317925289
